audio_path,sentence,lang,source,augmentation
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000343_noise.wav,"아이고, 불쌍해라",ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998445.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000344_orig.wav,신철이는 옥점의 이러한 대답을 듣기 위하여 부러 물었던 것이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998472.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000344_speed095.wav,신철이는 옥점의 이러한 대답을 듣기 위하여 부러 물었던 것이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998472.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000344_speed105.wav,신철이는 옥점의 이러한 대답을 듣기 위하여 부러 물었던 것이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998472.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000344_noise.wav,신철이는 옥점의 이러한 대답을 듣기 위하여 부러 물었던 것이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998472.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000345_orig.wav,그는 이불을 막 쓰고 숨을 죽이었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998489.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000345_speed095.wav,그는 이불을 막 쓰고 숨을 죽이었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998489.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000345_speed105.wav,그는 이불을 막 쓰고 숨을 죽이었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998489.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000345_noise.wav,그는 이불을 막 쓰고 숨을 죽이었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998489.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000346_orig.wav,슬픈 날에 참고 견뎌라.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998565.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000346_speed095.wav,슬픈 날에 참고 견뎌라.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998565.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000346_speed105.wav,슬픈 날에 참고 견뎌라.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998565.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000346_noise.wav,슬픈 날에 참고 견뎌라.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998565.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000347_orig.wav,여러분은 이 그림을 보신 적이 있으신가요?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998567.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000347_speed095.wav,여러분은 이 그림을 보신 적이 있으신가요?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998567.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000347_speed105.wav,여러분은 이 그림을 보신 적이 있으신가요?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998567.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000347_noise.wav,여러분은 이 그림을 보신 적이 있으신가요?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998567.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000348_orig.wav,그는 죽음으로써 모든 것을 당 하리라고 최후의 결심을 굳게 하였던 것이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998599.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000348_speed095.wav,그는 죽음으로써 모든 것을 당 하리라고 최후의 결심을 굳게 하였던 것이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998599.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000348_speed105.wav,그는 죽음으로써 모든 것을 당 하리라고 최후의 결심을 굳게 하였던 것이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998599.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000348_noise.wav,그는 죽음으로써 모든 것을 당 하리라고 최후의 결심을 굳게 하였던 것이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998599.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000349_orig.wav,게다가 허투루 내버린 물이 모두 얼어서 미끄럽기가 짝이 없었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998601.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000349_speed095.wav,게다가 허투루 내버린 물이 모두 얼어서 미끄럽기가 짝이 없었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998601.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000349_speed105.wav,게다가 허투루 내버린 물이 모두 얼어서 미끄럽기가 짝이 없었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998601.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000349_noise.wav,게다가 허투루 내버린 물이 모두 얼어서 미끄럽기가 짝이 없었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998601.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000350_orig.wav,두 사람은 다시 아늑한 곳을 찾아서 문 밖으로 나왔다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998622.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000350_speed095.wav,두 사람은 다시 아늑한 곳을 찾아서 문 밖으로 나왔다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998622.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000350_speed105.wav,두 사람은 다시 아늑한 곳을 찾아서 문 밖으로 나왔다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998622.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000350_noise.wav,두 사람은 다시 아늑한 곳을 찾아서 문 밖으로 나왔다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998622.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000351_orig.wav,부르고 나서 그의 곁으로 바싹 다가앉았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998635.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000351_speed095.wav,부르고 나서 그의 곁으로 바싹 다가앉았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998635.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000351_speed105.wav,부르고 나서 그의 곁으로 바싹 다가앉았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998635.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000351_noise.wav,부르고 나서 그의 곁으로 바싹 다가앉았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998635.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000352_orig.wav,첫째 어머니는 밥그릇을 그의 손에 들려 주었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998673.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000352_speed095.wav,첫째 어머니는 밥그릇을 그의 손에 들려 주었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998673.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000352_speed105.wav,첫째 어머니는 밥그릇을 그의 손에 들려 주었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998673.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000352_noise.wav,첫째 어머니는 밥그릇을 그의 손에 들려 주었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998673.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000353_orig.wav,입에다 귀를 대고 듣던 원재 어머니는 커다랗게 고개를 끄덕여 보였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998691.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000353_speed095.wav,입에다 귀를 대고 듣던 원재 어머니는 커다랗게 고개를 끄덕여 보였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998691.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000353_speed105.wav,입에다 귀를 대고 듣던 원재 어머니는 커다랗게 고개를 끄덕여 보였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998691.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000353_noise.wav,입에다 귀를 대고 듣던 원재 어머니는 커다랗게 고개를 끄덕여 보였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998691.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000354_orig.wav,그 말을 듣자 동혁은 벌떡 일어섰다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998715.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000354_speed095.wav,그 말을 듣자 동혁은 벌떡 일어섰다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998715.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000354_speed105.wav,그 말을 듣자 동혁은 벌떡 일어섰다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998715.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000354_noise.wav,그 말을 듣자 동혁은 벌떡 일어섰다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998715.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000355_orig.wav,왜 눈을 바루뜨지 못해!,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998742.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000355_speed095.wav,왜 눈을 바루뜨지 못해!,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998742.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000355_speed105.wav,왜 눈을 바루뜨지 못해!,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998742.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000355_noise.wav,왜 눈을 바루뜨지 못해!,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998742.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000356_orig.wav,부려만 먹구 왜 성례 안하지유!,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998743.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000356_speed095.wav,부려만 먹구 왜 성례 안하지유!,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998743.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000356_speed105.wav,부려만 먹구 왜 성례 안하지유!,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998743.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000356_noise.wav,부려만 먹구 왜 성례 안하지유!,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998743.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000357_orig.wav,내리실문은 오른쪽입니다,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998784.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000357_speed095.wav,내리실문은 오른쪽입니다,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998784.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000357_speed105.wav,내리실문은 오른쪽입니다,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998784.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000357_noise.wav,내리실문은 오른쪽입니다,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998784.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000358_orig.wav,입과 혀를 지키는 자는 그 영혼을 환난에서 보전하느니라,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998787.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000358_speed095.wav,입과 혀를 지키는 자는 그 영혼을 환난에서 보전하느니라,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998787.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000358_speed105.wav,입과 혀를 지키는 자는 그 영혼을 환난에서 보전하느니라,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998787.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000358_noise.wav,입과 혀를 지키는 자는 그 영혼을 환난에서 보전하느니라,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998787.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000359_orig.wav,그러나 또 얼마나 불행하랴.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38383607.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000359_speed095.wav,그러나 또 얼마나 불행하랴.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38383607.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000359_speed105.wav,그러나 또 얼마나 불행하랴.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38383607.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000359_noise.wav,그러나 또 얼마나 불행하랴.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38383607.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000360_orig.wav,그러나 그 웃음 소리들이 사라지기 전에 김 첨지는 훌쩍훌쩍 울기 시작하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38383609.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000360_speed095.wav,그러나 그 웃음 소리들이 사라지기 전에 김 첨지는 훌쩍훌쩍 울기 시작하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38383609.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000360_speed105.wav,그러나 그 웃음 소리들이 사라지기 전에 김 첨지는 훌쩍훌쩍 울기 시작하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38383609.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000360_noise.wav,그러나 그 웃음 소리들이 사라지기 전에 김 첨지는 훌쩍훌쩍 울기 시작하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38383609.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000361_orig.wav,아직도 컴컴하므로 분명치는 않으나 그 윤곽과 키를 짐작하여 첫째인 것을 알았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38383612.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000361_speed095.wav,아직도 컴컴하므로 분명치는 않으나 그 윤곽과 키를 짐작하여 첫째인 것을 알았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38383612.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000361_speed105.wav,아직도 컴컴하므로 분명치는 않으나 그 윤곽과 키를 짐작하여 첫째인 것을 알았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38383612.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000361_noise.wav,아직도 컴컴하므로 분명치는 않으나 그 윤곽과 키를 짐작하여 첫째인 것을 알았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38383612.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000362_orig.wav,가로등에 비치어 떨어지는 눈송이는 마치 여름날 전등불을 싸고 날아드는 하루살이떼 같았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38383613.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000362_speed095.wav,가로등에 비치어 떨어지는 눈송이는 마치 여름날 전등불을 싸고 날아드는 하루살이떼 같았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38383613.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000362_speed105.wav,가로등에 비치어 떨어지는 눈송이는 마치 여름날 전등불을 싸고 날아드는 하루살이떼 같았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38383613.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000362_noise.wav,가로등에 비치어 떨어지는 눈송이는 마치 여름날 전등불을 싸고 날아드는 하루살이떼 같았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38383613.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000363_orig.wav,첫째는 물끄러미 그의 뒷모양을 바라보다가 그가 산모퉁이를 지나간 후에 들어왔다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38383614.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000363_speed095.wav,첫째는 물끄러미 그의 뒷모양을 바라보다가 그가 산모퉁이를 지나간 후에 들어왔다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38383614.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000363_speed105.wav,첫째는 물끄러미 그의 뒷모양을 바라보다가 그가 산모퉁이를 지나간 후에 들어왔다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38383614.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000363_noise.wav,첫째는 물끄러미 그의 뒷모양을 바라보다가 그가 산모퉁이를 지나간 후에 들어왔다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38383614.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000364_orig.wav,그리고 그의 독특한 덧니가 입술 새로 뾰죽 내밀었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38383615.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000364_speed095.wav,그리고 그의 독특한 덧니가 입술 새로 뾰죽 내밀었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38383615.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000364_speed105.wav,그리고 그의 독특한 덧니가 입술 새로 뾰죽 내밀었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38383615.mp3,speed105
